Latitude,Longitude,LatLong_ID
43.67777461640581,-79.45576981289963,1
43.72768097403552,-79.40622333579128,2
43.6549463992482,-79.41559402834604,3
43.78041257096893,-79.13291534788686,4
43.68629259492098,-79.4862854885326,5
43.67514046880488,-79.3381385059127,6
43.700334742225486,-79.38694106976364,7
43.70010001279945,-79.28672506823307,8
43.75771699120947,-79.23525552303381,9
43.70736534792908,-79.50504254363614,10
43.77663626761306,-79.25424114074588,11
43.66642570552939,-79.37645525272485,12
43.64628868539228,-79.35021276624575,13
43.70546640496014,-79.40008334263567,14
43.66838911093921,-79.40200554022768,15
43.65092789429778,-79.41279802920918,16
43.771695191471466,-79.41459646439912,17
43.66859904354692,-79.45875842314518,18
43.67112861164717,-79.39126514713489,19
43.64591718502081,-79.37908774449542,20
43.700895401612975,-79.30712085210405,21
43.708707885237146,-79.30900155310754,22
43.67384172115669,-79.42237103279781,23
43.69362780470323,-79.34825611992494,24
43.63830588095596,-79.42053242648788,25
43.760195793327824,-79.19391760311828,26
43.61084389632987,-79.49614753506388,27
43.65431899342268,-79.38316094421884,28
43.66389920300295,-79.38413704702955,29
43.72182729518849,-79.23611883634979,30
43.66356040880575,-79.41842442893208,31
43.70015456517093,-79.51619245237111,32
43.70528791918563,-79.25183030088222,33
43.63665808417511,-79.43858362047088,34
43.703234389898334,-79.34661502162206,35
43.77617574897695,-79.43173008477542,36
43.65802852253782,-79.56510088394758,37
43.69082091609706,-79.32550813618775,38
43.77874339614056,-79.41529315076288,39
43.78555649601682,-79.20628729624836,40
43.80126362740219,-79.29658580816124,41
43.647339396088846,-79.43726982090881,42
43.6548107944083,-79.39423353877886,43
43.67479103411753,-79.3575620795158,44
43.64660268570633,-79.38301734187571,45
43.71981314643954,-79.51377244302977,46
43.76047648664338,-79.50964331924537,47
43.72230319421914,-79.26212340839729,48
43.6558758949796,-79.36321115803759,49
43.64034078885654,-79.43789712069969,50
43.6854513930098,-79.43803001131576,51
43.647597787362685,-79.4019833326708,52
43.69610671653836,-79.2916339623115,53
43.68332450582691,-79.48026879650115,54
43.79195734157647,-79.35806283641195,55
43.73084097410987,-79.27387760251516,56
43.64968579242061,-79.41099392966734,57
43.65817909728286,-79.38637404437718,58
43.66587350497717,-79.36862085776369,59
43.792329109599606,-79.42166272012898,60
43.7343687543943,-79.48386925173135,61
43.76223977411964,-79.50057711333972,62
43.66662311127349,-79.41179143478892,63
43.64731758642124,-79.39284323733442,64
43.65511499978482,-79.41671802775933,65
43.765820740158325,-79.2810965997869,66
43.76139511840146,-79.17403050821896,67
43.646037885141546,-79.39231313723745,68
43.76869910715851,-79.21362246847303,69
43.64251678787799,-79.42710522429698,70
43.69441401488063,-79.3006179542788,71
43.67080371004932,-79.38419105054933,72
43.60996920173669,-79.55214468544177,73
43.66296821428945,-79.43665212265884,74
43.67893386959899,-79.34486880328082,75
43.76666532270515,-79.22183294572616,76
43.710012275979146,-79.33430173002643,77
43.813557488115,-79.27392542733989,78
43.66078451025645,-79.43110442378013,79
43.656324795428525,-79.38091294638609,80
43.6963320656177,-79.4473049856385,81
43.63785911303589,-79.5607992839183,82
43.78390211686038,-79.35286653631873,83
43.7456716609996,-79.27677181816794,84
43.72746359033608,-79.38611985828804,85
43.65647039830517,-79.40770673291904,86
43.7442990681761,-79.59534436376495,87
43.67609761976603,-79.50593089404381,88
43.77588191564331,-79.34374645651901,89
43.71127014643955,-79.50053564358099,90
43.80428989641728,-79.21714547218271,91
43.6865025890122,-79.44161320687395,92
43.72012365670612,-79.4410149550129,93
43.6500788891982,-79.3967980354919,94
43.68552019307521,-79.51245138218462,95
43.7589601379938,-79.28953109680955,96
43.700728559895566,-79.4482317759842,97
43.72283806136548,-79.2986157677257,98
43.74059587949426,-79.23931415815785,99
43.66203930114303,-79.36852605654883,100
43.67032231053387,-79.39091454702131,101
43.7266406369055,-79.32755233253665,102
43.65751736123232,-79.54957389352538,103
43.6881006204918,-79.31379644338877,104
43.72744448810094,-79.2526444235732,105
43.6661424306938,-79.34215588594043,106
43.63760988076467,-79.42411402529397,107
43.76303802230966,-79.31755817158346,108
43.76335299596502,-79.20883462633046,109
43.71530756444098,-79.32964193272007,110
43.82595164957968,-79.29727140868903,111
43.76396938569487,-79.2440715068066,112
43.6646441037478,-79.38049344943889,113
43.67677651698203,-79.4486308170399,114
43.68251357515713,-79.34987010257862,115
43.77172569731837,-79.37055652547947,116
43.60021679337074,-79.52017048986798,117
43.639032080834816,-79.41592022802527,118
43.67192891190004,-79.38745604948559,119
43.64675888467758,-79.5305465951666,120
43.80845595252444,-79.30234630024484,121
43.80722034643924,-79.30302310059929,122
43.8148570484849,-79.21711278708887,123
43.589115560632095,-79.53498297156725,124
43.64524157224131,-79.53194339497284,125
43.66763520695567,-79.37219495639862,126
43.78743483577581,-79.33778315563536,127
43.739384543601766,-79.51320988965858,128
43.670104609767606,-79.38740304859522,129
43.64419789230901,-79.43535502154705,130
43.709159171620094,-79.4211631098962,131
43.78193892150743,-79.45041523492317,132
43.800608892998056,-79.21471616715017,133
43.78971426302341,-79.14088966440954,134
43.65372479282848,-79.37322385064546,135
43.69824891044349,-79.29706895869445,136
43.76544169168032,-79.1994609085625,137
43.74167771878384,-79.32631624925492,138
43.651756690860346,-79.38241174286419,139
43.68539871354714,-79.41920953144604,140
43.65081995130996,-79.47766601937218,141
43.72793926742565,-79.28275639062271,142
43.71480394706122,-79.48717714116938,143
43.666320331826455,-79.45275322104767,144
43.64912538822902,-79.39078633891941,145
43.81178053697224,-79.32620140421417,146
43.71206503513397,-79.37725487865727,147
43.5934137709677,-79.53818093266197,148
43.648956188059785,-79.37881264467882,149
43.80374724323929,-79.28628061624687,150
43.73428041165797,-79.34439361282546,151
43.74914557826286,-79.51562771192445,152
43.741235257083886,-79.51365309661826,153
43.68947012390586,-79.29606255566777,154
43.65521640563446,-79.4370618209781,155
43.77830287644091,-79.1469076360535,156
43.71543154643954,-79.50717214299526,157
43.76640907991553,-79.50420421115356,158
43.80719715763019,-79.27037643366202,159
43.6942459837147,-79.5586388586282,160
43.667123770568175,-79.5279780860561,161
43.619101898341874,-79.4995845242967,162
43.77672669453276,-79.39651277987605,163
43.76488110191535,-79.18489640543595,164
43.64143238329806,-79.41500702832967,165
43.61935103021635,-79.51601273074598,166
43.67328201540627,-79.40072834386058,167
43.78962388679918,-79.17556350117944,168
43.68597877907954,-79.35629260255358,169
43.65643079553456,-79.38400924458271,170
43.75911938910596,-79.38631291667204,171
43.77529739388643,-79.38927849612521,172
43.73115854856683,-79.4831069468058,173
43.65730879641258,-79.38436854475557,174
43.65445009948351,-79.41876922707559,175
43.763994487376905,-79.41155419177362,176
43.69342468121233,-79.4832739786703,177
43.74478477761217,-79.24473615792672,178
43.7013175975594,-79.40985563099755,179
43.74303048127377,-79.2320400725878,180
43.67834152314229,-79.4151644382123,181
43.65212804157609,-79.47177991914889,182
43.7414284747185,-79.53713329650988,183
43.66728840645317,-79.37376715504146,184
43.731804488518165,-79.22982495524198,185
43.64307978756421,-79.42436792520938,186
43.75899518613186,-79.51770621230266,187
43.7946181122773,-79.4192035266417,188
43.70963131317932,-79.39061815700558,189
43.64862848773205,-79.37384734798903,190
43.74680967781584,-79.58379757246055,191
43.77544334061832,-79.28128489763773,192
43.66598512437184,-79.45002641923112,193
43.78916358252613,-79.24272496981378,194
43.65117909028268,-79.37493364865705,195
43.65036478946836,-79.3751631482326,196
43.75613690448424,-79.56403311344268,197
43.75982286403429,-79.49007211762884,198
43.65213469123832,-79.38070694512672,199
43.7175130572693,-79.44891131390693,200
43.80038829992864,-79.34976238378974,201
43.82547998862511,-79.21311191545672,202
43.67235631145995,-79.37684305633893,203
43.65919349889821,-79.39346904174947,204
43.70777919781932,-79.4008010393577,205
43.63898847742328,-79.38542834026838,206
43.71352863573385,-79.53409083430556,207
43.67532969893694,-79.32028232710712,208
43.695893765917305,-79.44932528477956,209
43.698072122717065,-79.27427707519294,210
43.759798304831214,-79.22539057378039,211
43.649888388992,-79.38079734335568,212
43.697232269719805,-79.47544957212479,213
43.67189841321176,-79.3954249454667,214
43.66098154617865,-79.46593712168031,215
43.65986071074255,-79.43533392206238,216
43.70842724643954,-79.50528464267695,217
43.68257142311531,-79.31434834073903,218
43.72057380939631,-79.38106876668559,219
43.697904263218106,-79.45109887955452,220
